USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4800100	02409653	Abbott city	25	A	1532748	3191	0.592	0.001	31.885139	-97.074106                                                                                                                      
TX	4800160	02409656	Abernathy city	25	A	8294232	12572	3.202	0.005	33.826811	-101.85205                                                                                                                  
TX	4801000	02409657	Abilene city	25	A	276270544	14051306	106.669	5.425	32.454514	-99.738147                                                                                                             
TX	4801060	02584598	Abram CDP	57	S	7938808	89253	3.065	0.034	26.211634	-98.41185                                                                                                                        
TX	4801084	02805795	Acala CDP	57	S	7359831	0	2.842	0.	31.334406	-105.902786                                                                                                                             
TX	4801108	02409659	Ackerly city	25	A	805187	0	0.311	0.	32.525063	-101.715847                                                                                                                           
TX	4801240	02412335	Addison town	43	A	11273468	8702	4.353	0.003	32.963744	-96.833805                                                                                                                    
TX	4801324	02409665	Adrian city	25	A	1217792	0	0.47	0.	35.274119	-102.667247                                                                                                                            
TX	4801390	02407698	Agua Dulce CDP	57	S	20194254	0	7.797	0.	31.654853	-106.136903                                                                                                                       
TX	4801396	02409667	Agua Dulce city	25	A	883360	0	0.341	0.	27.78273	-97.90985                                                                                                                           
TX	4801420	02584599	Aguilares CDP	57	S	777052	0	0.3	0.	27.451627	-99.093233                                                                                                                             
TX	4801500	02584600	Airport Heights CDP	57	S	102481	0	0.04	0.	26.408735	-98.836695                                                                                                                      
TX	4801514	02407702	Airport Road Addition CDP	57	S	5475252	0	2.114	0.	27.218988	-98.098093                                                                                                              
TX	4801576	02409670	Alamo city	25	A	19820927	0	7.653	0.	26.180987	-98.11753                                                                                                                             
TX	4801594	02805751	Alamo Beach CDP	57	S	1959377	335235	0.757	0.129	28.572277	-96.564179                                                                                                                
TX	4801600	02409671	Alamo Heights city	25	A	4767672	0	1.841	0.	29.482803	-98.468191                                                                                                                     
TX	4801612	02805780	Alanreed CDP	57	S	1191506	597	0.46	0.	35.211987	-100.732629                                                                                                                         
TX	4801636	02412341	Alba town	43	A	2726709	17060	1.053	0.007	32.786667	-95.632463                                                                                                                       
TX	4801648	02409676	Albany city	25	A	4057325	0	1.567	0.	32.727266	-99.295664                                                                                                                            
TX	4801696	02407715	Aldine CDP	57	S	20387643	38208	7.872	0.015	29.913438	-95.377431                                                                                                                     
TX	4801744	02409679	Aledo city	25	A	7434167	0	2.87	0.	32.698254	-97.608384                                                                                                                              
TX	4801816	02584601	Alfred CDP	57	S	3203175	0	1.237	0.	27.874076	-97.979863                                                                                                                             
TX	4801852	02409682	Alice city	25	A	31060212	1519590	11.992	0.587	27.755616	-98.065812                                                                                                                  
TX	4801858	02407719	Alice Acres CDP	57	S	15267641	0	5.895	0.	27.711892	-98.107973                                                                                                                       
TX	4801924	02409684	Allen city	25	A	68380729	210112	26.402	0.081	33.109736	-96.673032                                                                                                                   
TX	4802032	02805849	Allison CDP	57	S	5276664	0	2.037	0.	35.61198	-100.111539                                                                                                                            
TX	4802044	02412351	Alma town	43	A	14188131	42005	5.478	0.016	32.276227	-96.543181                                                                                                                      
TX	4802104	02409685	Alpine city	25	A	12500810	1688	4.827	0.001	30.363905	-103.664456                                                                                                                    
TX	4802188	02412356	Alto town	43	A	4415458	0	1.705	0.	31.650982	-95.070785                                                                                                                              
TX	4802194	02584602	Alto Bonito Heights CDP	57	S	133278	0	0.051	0.	26.315777	-98.641329                                                                                                                 
TX	4802212	02409687	Alton city	25	A	19676297	8748	7.597	0.003	26.288775	-98.310581                                                                                                                      
TX	4802260	02409691	Alvarado city	25	A	17544861	1860416	6.774	0.718	32.409379	-97.210786                                                                                                                
TX	4802272	02409692	Alvin city	25	A	59330906	2323394	22.908	0.897	29.424772	-95.224432                                                                                                                  
TX	4802284	02412358	Alvord town	43	A	3944172	0	1.523	0.	33.356968	-97.696026                                                                                                                            
TX	4802286	02584603	Amada Acres CDP	57	S	187160	0	0.072	0.	26.343268	-98.739267                                                                                                                         
TX	4802290	02586907	Amargosa CDP	57	S	3459515	0	1.336	0.	27.892949	-98.108861                                                                                                                           
TX	4803000	02409694	Amarillo city	25	A	268368503	4030310	103.618	1.556	35.198064	-101.833107                                                                                                            
TX	4803008	02586908	Amaya CDP	57	S	594086	1192	0.229	0.	28.713886	-99.835838                                                                                                                            
TX	4803072	02409698	Ames city	25	A	8554451	0	3.303	0.	30.045078	-94.737316                                                                                                                              
TX	4803084	02409699	Amherst city	25	A	2368726	0	0.915	0.	34.011982	-102.414776                                                                                                                          
TX	4803096	02584604	Amistad CDP	57	S	3912009	0	1.51	0.	29.524493	-101.15305                                                                                                                             
TX	4803126	02584605	Anacua CDP	57	S	68827	0	0.027	0.	26.385581	-98.919151                                                                                                                               
TX	4803144	02409705	Anahuac city	25	A	5372131	1950	2.074	0.001	29.765163	-94.678502                                                                                                                     
TX	4803192	02409707	Anderson city	25	A	1325679	4214	0.512	0.002	30.486755	-95.990321                                                                                                                    
TX	4803216	02409708	Andrews city	25	A	18000388	30529	6.95	0.012	32.321336	-102.551846                                                                                                                   
TX	4803264	02409710	Angleton city	25	A	30376964	48854	11.729	0.019	29.171774	-95.429311                                                                                                                 
TX	4803288	02409711	Angus city	25	A	8522600	19734	3.291	0.008	31.999468	-96.427686                                                                                                                      
TX	4803300	02409712	Anna city	25	A	46412270	249027	17.92	0.096	33.348167	-96.553452                                                                                                                     
TX	4803336	02412364	Annetta town	43	A	9723344	151924	3.754	0.059	32.701294	-97.66937                                                                                                                    
TX	4803340	02412365	Annetta North town	43	A	9781263	0	3.777	0.	32.712846	-97.642379                                                                                                                     
TX	4803342	02412366	Annetta South town	43	A	4946045	60359	1.91	0.023	32.672743	-97.616648                                                                                                               
TX	4803360	02412367	Annona town	43	A	2074022	0	0.801	0.	33.581811	-94.913079                                                                                                                            
TX	4803372	02409713	Anson city	25	A	7149487	8855	2.76	0.003	32.754511	-99.896175                                                                                                                        
TX	4803432	02412368	Anthony town	43	A	16554952	184278	6.392	0.071	31.986731	-106.598634                                                                                                                 
TX	4803540	02409717	Anton city	25	A	1882732	0	0.727	0.	33.810736	-102.16221                                                                                                                             
TX	4803564	02409719	Appleby city	25	A	5576425	0	2.153	0.	31.717027	-94.60777                                                                                                                            
TX	4803588	02409720	Aquilla city	25	A	729180	1857	0.282	0.001	31.853894	-97.21964                                                                                                                       
TX	4803600	02409721	Aransas Pass city	25	A	34162424	103045835	13.19	39.786	27.914964	-97.103203                                                                                                         
TX	4803696	02409724	Archer City city	25	A	6099481	380941	2.355	0.147	33.592689	-98.62683                                                                                                                
TX	4803708	02409726	Arcola city	25	A	6648462	93093	2.567	0.036	29.503789	-95.469568                                                                                                                     
TX	4803768	02409728	Argyle city	25	A	29949094	123410	11.563	0.048	33.105493	-97.17752                                                                                                                   
TX	4804000	02409731	Arlington city	25	A	248243927	9313600	95.848	3.596	32.700708	-97.124691                                                                                                             
TX	4804156	02409733	Arp city	25	A	6777748	51670	2.617	0.02	32.226002	-95.052538                                                                                                                         
TX	4804174	02407767	Arroyo Colorado Estates CDP	57	S	2793958	49295	1.079	0.019	26.185638	-97.611826                                                                                                     
TX	4804176	02584606	Arroyo Gardens CDP	57	S	10208106	105863	3.941	0.041	26.20145	-97.499704                                                                                                             
TX	4804300	02409739	Asherton city	25	A	2114772	0	0.817	0.	28.446118	-99.760322                                                                                                                          
TX	4804408	02411650	Aspermont town	43	A	5320616	47365	2.054	0.018	33.140921	-100.224867                                                                                                                 
TX	4804462	02407776	Atascocita CDP	57	S	61854386	376332	23.882	0.145	29.977874	-95.194624                                                                                                               
TX	4804504	02409747	Athens city	25	A	46221739	6126910	17.846	2.366	32.202603	-95.830799                                                                                                                 
TX	4804516	02409749	Atlanta city	25	A	32374782	393234	12.5	0.152	33.113238	-94.16761                                                                                                                    
TX	4804600	02409753	Aubrey city	25	A	9598537	119744	3.706	0.046	33.30855	-96.979088                                                                                                                     
TX	4804672	02409759	Aurora city	25	A	9641987	0	3.723	0.	33.055942	-97.509615                                                                                                                            
TX	4805000	02409761	Austin city	25	A	845335855	16983141	326.386	6.557	30.298622	-97.754134                                                                                                              
TX	4805036	02409762	Austwell city	25	A	940427	0	0.363	0.	28.391101	-96.843715                                                                                                                           
TX	4805072	02411656	Avery town	43	A	2459545	64341	0.95	0.025	33.551195	-94.780084                                                                                                                       
TX	4805084	02411657	Avinger town	43	A	5037405	28441	1.945	0.011	32.896894	-94.552742                                                                                                                    
TX	4805168	02409766	Azle city	25	A	22799995	41798	8.803	0.016	32.895547	-97.53923                                                                                                                       
TX	4805180	02407791	Bacliff CDP	57	S	6582548	1330	2.542	0.001	29.508637	-94.988677                                                                                                                      
TX	4805264	02409769	Bailey city	25	A	1030006	0	0.398	0.	33.433622	-96.165093                                                                                                                            
TX	4805288	02413530	Bailey's Prairie village	47	A	18093310	557183	6.986	0.215	29.147803	-95.499847                                                                                                      
TX	4805336	02409771	Baird city	25	A	6880644	179974	2.657	0.069	32.396067	-99.395993                                                                                                                     
TX	4805372	02409775	Balch Springs city	25	A	23513937	48042	9.079	0.019	32.713904	-96.618062                                                                                                             
TX	4805384	02409776	Balcones Heights city	25	A	1695196	484	0.655	0.	29.490225	-98.549138                                                                                                                
TX	4805456	02409778	Ballinger city	25	A	9063052	5205	3.499	0.002	31.739146	-99.955413                                                                                                                   
TX	4805468	02409779	Balmorhea city	25	A	1328464	0	0.513	0.	30.982403	-103.744999                                                                                                                        
TX	4805520	02584607	B and E CDP	57	S	180524	0	0.07	0.	26.356531	-98.753675                                                                                                                              
TX	4805528	02409781	Bandera city	25	A	2950960	8125	1.139	0.003	29.725126	-99.074261                                                                                                                     
TX	4805552	02409783	Bangs city	25	A	3875360	0	1.496	0.	31.71613	-99.13032                                                                                                                               
TX	4805576	02586909	Banquete CDP	57	S	6080115	12482	2.348	0.005	27.800017	-97.796112                                                                                                                    
TX	4805612	02409786	Bardwell city	25	A	789265	0	0.305	0.	32.267076	-96.695539                                                                                                                           
TX	4805648	02805773	Barksdale CDP	57	S	2283536	29592	0.882	0.011	29.732902	-100.032828                                                                                                                  
TX	4805690	02584608	Barrera CDP	57	S	55677	0	0.021	0.	26.392689	-98.898543                                                                                                                              
TX	4805696	02407798	Barrett CDP	57	S	16552513	586923	6.391	0.227	29.865415	-95.052461                                                                                                                   
TX	4805708	02409789	Barry city	25	A	1138578	19964	0.44	0.008	32.100437	-96.640532                                                                                                                       
TX	4805720	02409791	Barstow city	25	A	1702072	0	0.657	0.	31.461545	-103.395503                                                                                                                          
TX	4805732	02409793	Bartlett city	25	A	3204963	7655	1.237	0.003	30.794853	-97.432297                                                                                                                    
TX	4805750	02407799	Barton Creek CDP	57	S	12694468	502	4.901	0.	30.283246	-97.86956                                                                                                                     
TX	4805768	02411664	Bartonville town	43	A	17696844	145924	6.833	0.056	33.084683	-97.149176                                                                                                              
TX	4805864	02409795	Bastrop city	25	A	23889310	311864	9.224	0.12	30.1111	-97.318152                                                                                                                     
TX	4805924	02407803	Batesville CDP	57	S	15319581	8522	5.915	0.003	28.952424	-99.629311                                                                                                                  
TX	4805984	02409798	Bay City city	25	A	24003486	64857	9.268	0.025	28.983543	-95.959872                                                                                                                  
TX	4806060	02409800	Bayou Vista city	25	A	819766	342553	0.317	0.132	29.32557	-94.939208                                                                                                                 
TX	4806104	02411668	Bayside town	43	A	2631505	188751	1.016	0.073	28.096046	-97.210873                                                                                                                   
TX	4806128	02409801	Baytown city	25	A	104897559	3442016	40.501	1.329	29.76478	-94.967457                                                                                                                
TX	4806140	02411669	Bayview town	43	A	10059475	1891066	3.884	0.73	26.133441	-97.397632                                                                                                                  
TX	4806200	02409802	Beach City city	25	A	11599325	0	4.479	0.	29.738882	-94.846504                                                                                                                       
TX	4806242	02413531	Bear Creek village	47	A	2956001	0	1.141	0.	30.182376	-97.940055                                                                                                                     
TX	4806244	02805770	Bear Creek Ranch CDP	57	S	1558665	0	0.602	0.	32.559471	-96.764278                                                                                                                   
TX	4806272	02409804	Beasley city	25	A	2750799	12915	1.062	0.005	29.494932	-95.915687                                                                                                                    
TX	4807000	02409806	Beaumont city	25	A	212741386	7240811	82.14	2.796	30.084912	-94.14533                                                                                                                
TX	4807036	02805796	Beauxart Gardens CDP	57	S	2210945	149916	0.854	0.058	29.959481	-94.035585                                                                                                           
TX	4807042	02805743	Beaver Creek CDP	57	S	8037580	91120	3.103	0.035	30.452327	-96.560227                                                                                                                
TX	4807108	02409809	Beckville city	25	A	3152935	0	1.217	0.	32.243602	-94.456087                                                                                                                         
TX	4807132	02409810	Bedford city	25	A	25977950	27046	10.03	0.01	32.845838	-97.135076                                                                                                                    
TX	4807144	02409811	Bedias city	25	A	2866882	25479	1.107	0.01	30.781636	-95.944581                                                                                                                      
TX	4807156	02413532	Bee Cave city	25	A	22578416	8	8.718	0.	30.307684	-97.962591                                                                                                                         
TX	4807192	02409812	Beeville city	25	A	16524331	0	6.38	0.	28.405244	-97.748931                                                                                                                          
TX	4807300	02409818	Bellaire city	25	A	9315780	1966	3.597	0.001	29.704019	-95.460905                                                                                                                    
TX	4807396	02409820	Bellevue city	25	A	2180121	0	0.842	0.	33.633508	-98.016347                                                                                                                          
TX	4807408	02409824	Bellmead city	25	A	17879237	123125	6.903	0.048	31.601451	-97.089037                                                                                                                 
TX	4807420	02411675	Bells town	43	A	5496593	0	2.122	0.	33.616488	-96.412736                                                                                                                             
TX	4807432	02409825	Bellville city	25	A	7051471	50811	2.723	0.02	29.946639	-96.258839                                                                                                                   
TX	4807486	02805786	Belterra CDP	57	S	6073340	0	2.345	0.	30.18853	-97.984517                                                                                                                            
TX	4807492	02409828	Belton city	25	A	52434536	2344583	20.245	0.905	31.052345	-97.479542                                                                                                                 
TX	4807516	02805815	Ben Arnold CDP	57	S	15569512	48378	6.011	0.019	30.95124	-96.964306                                                                                                                  
TX	4807528	02409830	Benavides city	25	A	4586034	0	1.771	0.	27.596867	-98.413776                                                                                                                         
TX	4807540	02805798	Ben Bolt CDP	57	S	31706367	0	12.242	0.	27.665863	-98.096641                                                                                                                         
TX	4807552	02409831	Benbrook city	25	A	27873616	801679	10.762	0.31	32.678284	-97.463601                                                                                                                 
TX	4807636	02409834	Benjamin city	25	A	2722373	0	1.051	0.	33.583606	-99.792932                                                                                                                          
TX	4807642	02584609	Benjamin Perez CDP	57	S	54281	0	0.021	0.	26.406028	-98.899653                                                                                                                       
TX	4807708	02805846	Ben Wheeler CDP	57	S	7770931	41879	3.	0.016	32.446547	-95.701859                                                                                                                    
TX	4807852	02411680	Berryville town	43	A	3390972	0	1.309	0.	32.089249	-95.469807                                                                                                                        
TX	4807864	02409838	Bertram city	25	A	4866946	38310	1.879	0.015	30.74198	-98.062355                                                                                                                     
TX	4808104	02409841	Beverly Hills city	25	A	1705349	0	0.658	0.	31.522339	-97.156347                                                                                                                     
TX	4808128	02409842	Bevil Oaks city	25	A	5282087	81573	2.039	0.031	30.15071	-94.270948                                                                                                                  
TX	4808164	02407846	Bigfoot CDP	57	S	61923982	37550	23.909	0.014	29.062275	-98.853353                                                                                                                   
TX	4808212	02409844	Big Lake city	25	A	6185732	0	2.388	0.	31.194112	-101.453406                                                                                                                         
TX	4808224	02411688	Big Sandy town	43	A	4206975	102442	1.624	0.04	32.58571	-95.112475                                                                                                                   
TX	4808236	02409845	Big Spring city	25	A	49584482	228654	19.145	0.088	32.238341	-101.485739                                                                                                             
TX	4808240	02586910	Big Thicket Lake Estates CDP	57	S	6052942	482752	2.337	0.186	30.487663	-94.767645                                                                                                   
TX	4808260	02409847	Big Wells city	25	A	1436839	0	0.555	0.	28.569882	-99.570178                                                                                                                         
TX	4808392	02409853	Bishop city	25	A	6246863	0	2.412	0.	27.585254	-97.797403                                                                                                                            
TX	4808398	02411693	Bishop Hills town	43	A	811726	0	0.313	0.	35.261439	-101.951908                                                                                                                      
TX	4808404	02805755	Bivins CDP	57	S	3670968	19714	1.417	0.008	33.018945	-94.191982                                                                                                                      
TX	4808410	02407853	Bixby CDP	57	S	4069233	39494	1.571	0.015	26.144085	-97.85398                                                                                                                        
TX	4808488	02409859	Blackwell city	25	A	1531146	0	0.591	0.	32.085054	-100.319357                                                                                                                        
TX	4808536	02409862	Blanco city	25	A	9033329	147386	3.488	0.057	30.098594	-98.417106                                                                                                                    
TX	4808596	02411697	Blanket town	43	A	1671739	0	0.645	0.	31.824444	-98.789668                                                                                                                           
TX	4808644	02805757	Bledsoe CDP	57	S	923548	0	0.357	0.	33.618148	-103.018155                                                                                                                            
TX	4808668	02407862	Blessing CDP	57	S	5260674	15573	2.031	0.006	28.87488	-96.216762                                                                                                                     
TX	4808752	02411698	Bloomburg town	43	A	2608675	0	1.007	0.	33.137797	-94.059076                                                                                                                         
TX	4808788	02411699	Blooming Grove town	43	A	2221800	0	0.858	0.	32.092362	-96.717295                                                                                                                    
TX	4808800	02407864	Bloomington CDP	57	S	6862675	0	2.65	0.	28.650419	-96.902195                                                                                                                         
TX	4808812	02409867	Blossom city	25	A	6615081	109283	2.554	0.042	33.663272	-95.383725                                                                                                                   
TX	4808830	02407865	Blue Berry Hill CDP	57	S	7544081	0	2.913	0.	28.385506	-97.79208                                                                                                                     
TX	4808860	02409869	Blue Mound city	25	A	1307258	0	0.505	0.	32.854257	-97.338369                                                                                                                        
TX	4808872	02409870	Blue Ridge city	25	A	3264008	0	1.26	0.	33.298359	-96.3988                                                                                                                           
TX	4808908	02584610	Bluetown CDP	57	S	7603114	147084	2.936	0.057	26.069649	-97.818254                                                                                                                   
TX	4808932	02805774	Bluff Dale CDP	57	S	814982	0	0.315	0.	32.349674	-98.024873                                                                                                                          
TX	4809004	02411702	Blum town	43	A	2561648	48709	0.989	0.019	32.141989	-97.397122                                                                                                                       
TX	4809160	02409874	Boerne city	25	A	30443293	783581	11.754	0.303	29.784938	-98.727949                                                                                                                  
TX	4809172	02409875	Bogata city	25	A	3663615	0	1.415	0.	33.469793	-95.21355                                                                                                                             
TX	4809232	02584611	Boling CDP	57	S	12085402	145659	4.666	0.056	29.253144	-95.944746                                                                                                                    
TX	4809250	02407877	Bolivar Peninsula CDP	57	S	110015148	14693288	42.477	5.673	29.489778	-94.568501                                                                                                     
TX	4809310	02584612	Bonanza Hills CDP	57	S	2883521	0	1.113	0.	27.794768	-99.469502                                                                                                                      
TX	4809328	02409878	Bonham city	25	A	25467532	0	9.833	0.	33.588022	-96.190095                                                                                                                           
TX	4809388	02413533	Bonney village	47	A	5075497	0	1.96	0.	29.301293	-95.450845                                                                                                                          
TX	4809448	02411708	Booker town	43	A	2727370	0	1.053	0.	36.456143	-100.540224                                                                                                                           
TX	4809556	02409881	Borger city	25	A	23393565	12467	9.032	0.005	35.659435	-101.40236                                                                                                                    
TX	4809598	02407890	Botines CDP	57	S	4922524	0	1.901	0.	27.771895	-99.45712                                                                                                                             
TX	4809628	02409887	Bovina city	25	A	3051379	0	1.178	0.	34.515657	-102.884656                                                                                                                           
TX	4809640	02409888	Bowie city	25	A	14293146	63028	5.519	0.024	33.556959	-97.846101                                                                                                                     
TX	4809656	02584613	Box Canyon CDP	57	S	3744698	0	1.446	0.	29.533512	-101.15861                                                                                                                         
TX	4809748	02411715	Boyd town	43	A	10611865	0	4.097	0.	33.084347	-97.563208                                                                                                                             
TX	4809796	02586911	Boys Ranch CDP	57	S	4136831	26936	1.597	0.01	35.535154	-102.252608                                                                                                                  
TX	4809868	02409890	Brackettville city	25	A	8207654	854	3.169	0.	29.318201	-100.410503                                                                                                                  
TX	4809916	02409892	Brady city	25	A	23161372	6472084	8.943	2.499	31.115378	-99.345935                                                                                                                   
TX	4810072	02409894	Brazoria city	25	A	6849567	78	2.645	0.	29.044715	-95.564665                                                                                                                         
TX	4810084	02805829	Brazos CDP	57	S	880133	5854	0.34	0.002	32.662266	-98.123619                                                                                                                         
TX	4810090	02409896	Brazos Country city	25	A	5058249	126842	1.953	0.049	29.753095	-96.038012                                                                                                            
TX	4810132	02409898	Breckenridge city	25	A	10870049	9818	4.197	0.004	32.756751	-98.912985                                                                                                               
TX	4810144	02409900	Bremond city	25	A	2294431	0	0.886	0.	31.165709	-96.675975                                                                                                                           
TX	4810156	02409901	Brenham city	25	A	33811253	154782	13.055	0.06	30.15816	-96.395616                                                                                                                   
TX	4810192	02407903	Briar CDP	57	S	52654918	4166388	20.33	1.609	33.019013	-97.575402                                                                                                                    
TX	4810197	02413535	Briarcliff village	47	A	4073568	420548	1.573	0.162	30.409279	-98.044528                                                                                                             
TX	4810216	02409904	Briaroaks city	25	A	2886525	0	1.114	0.	32.495376	-97.30335                                                                                                                          
TX	4810252	02409905	Bridge City city	25	A	16670037	1829813	6.436	0.706	30.0309	-93.838115                                                                                                               
TX	4810264	02409907	Bridgeport city	25	A	20358027	11713	7.86	0.005	33.210449	-97.772466                                                                                                                 
TX	4810276	02805750	Briggs CDP	57	S	1424535	0	0.55	0.	30.889458	-97.921803                                                                                                                              
TX	4810336	02586912	Bristol CDP	57	S	14982090	252013	5.785	0.097	32.444786	-96.567673                                                                                                                   
TX	4810384	02411727	Broaddus town	43	A	966120	0	0.373	0.	31.304974	-94.27004                                                                                                                            
TX	4810528	02411732	Bronte town	43	A	3718254	1685	1.436	0.001	31.886052	-100.295123                                                                                                                     
TX	4810636	02409917	Brookshire city	25	A	11213444	0	4.33	0.	29.782391	-95.951441                                                                                                                        
TX	4810648	02409918	Brookside Village city	25	A	5290138	0	2.043	0.	29.590842	-95.317967                                                                                                                 
TX	4810660	02805804	Brookston CDP	57	S	1906254	12803	0.736	0.005	33.62349	-95.700053                                                                                                                    
TX	4810708	02409920	Browndell city	25	A	6328673	0	2.444	0.	31.125373	-93.980137                                                                                                                         
TX	4810720	02409921	Brownfield city	25	A	16866566	100429	6.512	0.039	33.175514	-102.273429                                                                                                              
TX	4810756	02409922	Brownsboro city	25	A	6145168	0	2.373	0.	32.29842	-95.613042                                                                                                                         
TX	4810768	02409924	Brownsville city	25	A	345483920	35588596	133.392	13.741	25.995689	-97.450848                                                                                                        
TX	4810780	02409925	Brownwood city	25	A	38644347	66388	14.921	0.026	31.712856	-98.977053                                                                                                                
TX	4810828	01385216	Bruceville-Eddy city	25	A	10706016	24505	4.134	0.009	31.308005	-97.257385                                                                                                           
TX	4810852	02407910	Brundage CDP	57	S	1582727	0	0.611	0.	28.573965	-99.670131                                                                                                                           
TX	4810876	02407911	Bruni CDP	57	S	3404990	0	1.315	0.	27.428162	-98.832213                                                                                                                              
TX	4810897	02407915	Brushy Creek CDP	57	S	16692409	110839	6.445	0.043	30.51283	-97.739358                                                                                                               
TX	4810912	02409927	Bryan city	25	A	143355383	245808	55.35	0.095	30.666016	-96.381049                                                                                                                   
TX	4810960	02409928	Bryson city	25	A	3407572	281875	1.316	0.109	33.165636	-98.388799                                                                                                                    
TX	4810984	02407917	Buchanan Dam CDP	57	S	20062329	32317398	7.746	12.478	30.815674	-98.452687                                                                                                           
TX	4810990	02586913	Buchanan Lake Village CDP	57	S	3852965	4749049	1.488	1.834	30.8602	-98.434312                                                                                                       
TX	4811020	02411737	Buckholts town	43	A	3518780	0	1.359	0.	30.873986	-97.128873                                                                                                                         
TX	4811080	02409930	Buda city	25	A	24902701	15898	9.615	0.006	30.080402	-97.8557                                                                                                                        
TX	4811102	02584614	Buena Vista CDP	57	S	84575	0	0.033	0.	26.294139	-98.610884                                                                                                                          
TX	4811116	02409933	Buffalo city	25	A	12197558	50813	4.71	0.02	31.458905	-96.066163                                                                                                                     
TX	4811128	02411741	Buffalo Gap town	43	A	6302520	0	2.433	0.	32.283345	-99.834245                                                                                                                       
TX	4811155	02413536	Buffalo Springs Lake village	47	A	3908539	1033265	1.509	0.399	33.53373	-101.697632                                                                                                  
TX	4811212	02411742	Bullard town	43	A	10847894	75023	4.188	0.029	32.144166	-95.317515                                                                                                                   
TX	4811224	02409937	Bulverde city	25	A	40950396	40018	15.811	0.015	29.774485	-98.434959                                                                                                                 
TX	4811236	02407921	Buna CDP	57	S	15524069	12280	5.994	0.005	30.442708	-93.960657                                                                                                                       
TX	4811300	02409938	Bunker Hill Village city	25	A	3734401	0	1.442	0.	29.764761	-95.531742                                                                                                               
TX	4811368	02409941	Burkburnett city	25	A	29435039	0	11.365	0.	34.074898	-98.567286                                                                                                                     
TX	4811380	02409942	Burke city	25	A	7292769	78419	2.816	0.03	31.235727	-94.764823                                                                                                                       
TX	4811428	02409943	Burleson city	25	A	75577510	172104	29.181	0.066	32.516453	-97.327374                                                                                                                
TX	4811440	02805816	Burlington CDP	57	S	10411508	0	4.02	0.	31.004604	-96.991485                                                                                                                         
TX	4811464	02409948	Burnet city	25	A	27181266	84861	10.495	0.033	30.7506	-98.238227                                                                                                                     
